# Weather station Astana, Kazakhstan, WMO_ID=35188,selection from 04.01.2018 till 31.12.2018, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=35188&lang=en
#
"Local time in Astana";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"23.12.2018 08:00";"-21.0";"738.0";"773.5";"0.2";"78";"Wind blowing from the south";"1";"";"";"70 – 80%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"-23.8";"";"";"";"";"Even layer of loose dry snow covering ground completely.";"20.0";
"23.12.2018 05:00";"-21.0";"737.8";"773.4";"-0.6";"74";"Wind blowing from the south";"3";"";"";"100%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"";"-24.4";"";"";"";"";"";"";
"23.12.2018 02:00";"-22.6";"738.4";"774.2";"-1.0";"71";"Wind blowing from the south";"2";"";"";"100%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"";"-26.4";"";"";"";"";"";"";
"22.12.2018 23:00";"-22.3";"739.4";"775.3";"-0.8";"61";"Wind blowing from the south";"1";"";"";"100%.";" ";"";"";"";"-18.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"";"-27.8";"";"";"";"";"";"";
"22.12.2018 20:00";"-23.7";"740.2";"776.3";"-0.9";"64";"Wind blowing from the south-southeast";"1";"";"";"70 – 80%.";" ";"";"";"";"-18.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"";"-28.6";"";"";"";"";"";"";
"22.12.2018 17:00";"-21.6";"741.1";"776.9";"-0.5";"59";"Wind blowing from the south-east";"1";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"";"-27.5";"";"";"";"";"";"";
"22.12.2018 14:00";"-18.6";"741.6";"777.0";"-1.6";"58";"Wind blowing from the west-southwest";"2";"";"";"60%.";"Visibility reduced by smoke, e.g. veldt or forest fires, industrial smoke or volcanic ashes. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"4.0";"-24.8";"";"";"";"";"";"";
"22.12.2018 11:00";"-20.6";"743.2";"779.0";"-0.6";"59";"Wind blowing from the south-southwest";"1";"";"";"60%.";" ";"";"";"-26.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"-26.5";"";"";"";"";"";"";
"22.12.2018 08:00";"-26.3";"743.8";"780.5";"-0.9";"66";"Wind blowing from the south-southwest";"2";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"-30.8";"";"";"";"";"Even layer of loose dry snow covering ground completely.";"20.0";
"22.12.2018 05:00";"-24.8";"744.7";"781.1";"-1.3";"67";"Wind blowing from the south-southwest";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"";"-29.2";"";"";"";"";"";"";
"22.12.2018 02:00";"-24.4";"746.0";"782.5";"";"67";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"";"-28.8";"";"";"";"";"";"";
"21.12.2018 23:00";"-23.1";"747.8";"784.2";"-1.4";"73";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"-15.8";"";"";"";"";"";"";"-26.6";"";"";"";"";"";"";
"21.12.2018 20:00";"-22.7";"749.2";"785.6";"-1.3";"66";"Wind blowing from the south";"2";"";"";"no clouds";" ";"";"";"";"-15.8";"";"";"";"";"";"";"-27.3";"";"";"";"";"";"";
"21.12.2018 17:00";"-20.6";"750.5";"786.7";"-1.4";"59";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"";"-26.5";"";"";"";"";"";"";
"21.12.2018 14:00";"-16.4";"751.9";"787.6";"-1.7";"54";"Wind blowing from the south-southwest";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"-23.6";"";"";"";"";"";"";
"21.12.2018 11:00";"-20.1";"753.6";"789.8";"-0.5";"76";"Wind blowing from the south-southwest";"1";"";"";"no clouds";" ";"";"";"-26.2";"";"";"";"";"";"";"10.0";"-23.2";"";"";"";"";"";"";
"21.12.2018 08:00";"-25.6";"754.1";"791.2";"-0.3";"76";"Wind blowing from the south-southeast";"1";"";"";"no clouds";"Visibility reduced by smoke, e.g. veldt or forest fires, industrial smoke or volcanic ashes. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"-28.6";"";"";"";"";"Even layer of loose dry snow covering ground completely.";"20.0";
"21.12.2018 05:00";"-25.0";"754.4";"791.4";"0.1";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"";"-27.6";"";"";"";"";"";"";
"21.12.2018 02:00";"-23.3";"754.3";"791.0";"0.4";"81";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"";"-25.7";"";"";"";"";"";"";
"20.12.2018 23:00";"-22.6";"753.9";"790.5";"0.5";"81";"Wind blowing from the south";"1";"";"";"100%.";" ";"";"";"";"-12.0";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"200-300";"";"";"";"-25.0";"Trace of precipitation";"12";"";"";"";"";
"20.12.2018 20:00";"-19.8";"753.4";"789.5";"1.1";"84";"Wind blowing from the north-northwest";"1";"";"";"no clouds";"Visibility reduced by smoke, e.g. veldt or forest fires, industrial smoke or volcanic ashes. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"-12.0";"";"";"";"";"";"";"-21.8";"Trace of precipitation";"12";"";"";"";"";
"20.12.2018 17:00";"-18.9";"752.3";"788.2";"1.9";"84";"Wind blowing from the north-northwest";"1";"";"";"no clouds";"Visibility reduced by smoke, e.g. veldt or forest fires, industrial smoke or volcanic ashes. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"";"";"";"";"";"";"";"-20.9";"";"";"";"";"";"";
"20.12.2018 14:00";"-15.6";"750.4";"785.8";"1.1";"73";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"-19.3";"";"";"";"";"";"";
"20.12.2018 11:00";"-13.7";"749.3";"784.4";"2.7";"75";"Wind blowing from the north-east";"2";"";"";"90  or more, but not 100%";"State of sky on the whole unchanged. ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"-14.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"-17.3";"0.5";"12";"";"";"";"";
"20.12.2018 08:00";"-12.2";"746.6";"781.3";"2.6";"83";"Wind blowing from the north-northeast";"2";"";"";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"Snow and/or other types of solid precipitation";"Snow and/or other types of solid precipitation";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"";"4.0";"-14.6";"0.5";"12";"";"";"Even layer of loose dry snow covering ground completely.";"20.0";
"20.12.2018 05:00";"-13.3";"744.0";"778.8";"1.7";"85";"Wind blowing from the north-northwest";"1";"";"";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"Snow and/or other types of solid precipitation";"Snow and/or other types of solid precipitation";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"";"";"-15.3";"";"";"";"";"";"";
"20.12.2018 02:00";"-13.5";"742.3";"777.0";"1.8";"86";"Wind blowing from the north-northwest";"1";"";"";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"Snow and/or other types of solid precipitation";"Snow and/or other types of solid precipitation";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"";"";"-15.3";"";"";"";"";"";"";
"19.12.2018 23:00";"-13.8";"740.5";"775.1";"1.2";"86";"Wind blowing from the west";"1";"";"";"90  or more, but not 100%";"Continuous fall of snowflakes, slight at time of observation. ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"-9.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"90  or more, but not 100%";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"";"-15.6";"0.3";"12";"";"";"";"";
"19.12.2018 20:00";"-14.6";"739.3";"774.1";"0.8";"91";"Wind blowing from the west";"2";"";"";"90  or more, but not 100%";"Continuous fall of snowflakes, slight at time of observation. ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"-9.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"90  or more, but not 100%";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"";"-15.7";"0.3";"12";"";"";"";"";
"19.12.2018 17:00";"-14.5";"738.5";"773.2";"1.0";"87";"Wind blowing from the west-northwest";"3";"";"";"90  or more, but not 100%";"Slight or moderate drifting snow generally low (below eye level). ";"Snow and/or other types of solid precipitation";"Blizzard";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"90  or more, but not 100%";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"";"-16.2";"";"";"";"";"";"";
"19.12.2018 14:00";"-12.0";"737.5";"771.7";"-0.5";"88";"Wind blowing from the west-southwest";"3";"";"";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"Snow and/or other types of solid precipitation";"Blizzard";"";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"60%.";"300-600";"Altostratus opacus or Nimbostratus.";"";"4.0";"-13.6";"";"";"";"";"";"";
"19.12.2018 11:00";"-10.5";"738.0";"772.1";"-0.1";"89";"Wind blowing from the west";"4";"";"";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"Snow and/or other types of solid precipitation";"Blizzard";"-12.5";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"90  or more, but not 100%";"300-600";"Altostratus opacus or Nimbostratus.";"";"4.0";"-12.0";"0.3";"12";"";"";"";"";
"19.12.2018 08:00";"-9.7";"738.1";"772.1";"-0.1";"88";"Wind blowing from the west-southwest";"4";"";"";"100%.";"Snow grains (with or without fog). ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"300-600";"";"";"4.0";"-11.3";"0.3";"12";"";"";"Even layer of loose dry snow covering ground completely.";"15.0";
"19.12.2018 05:00";"-9.9";"738.2";"772.3";"-0.8";"85";"Wind blowing from the south";"2";"";"";"100%.";" ";"";"";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"300-600";"";"";"";"-12.0";"";"";"";"";"";"";
"19.12.2018 02:00";"-11.4";"739.0";"773.2";"-0.6";"90";"Wind blowing from the south-west";"1";"";"";"100%.";"Mist. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"200-300";"";"";"";"-12.7";"";"";"";"";"";"";
"18.12.2018 23:00";"-12.2";"739.6";"774.0";"-0.3";"89";"Wind blowing from the west-northwest";"2";"";"";"100%.";" ";"";"";"";"-6.3";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"300-600";"";"";"";"-13.6";"0.5";"12";"";"";"";"";
"18.12.2018 20:00";"-9.6";"739.9";"773.9";"0.1";"88";"Wind blowing from the west-northwest";"2";"";"";"100%.";"Mist. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"-6.3";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"200-300";"";"";"";"-11.2";"0.5";"12";"";"";"";"";
"18.12.2018 17:00";"-7.7";"739.8";"773.6";"-0.1";"87";"Wind blowing from the north-west";"1";"";"";"100%.";"State of sky on the whole unchanged. ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"600-1000";"";"";"";"-9.5";"";"";"";"";"";"";
"18.12.2018 14:00";"-6.7";"739.9";"773.5";"-0.2";"86";"Wind blowing from the west";"1";"";"";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"Snow and/or other types of solid precipitation";"Snow and/or other types of solid precipitation";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"300-600";"Altostratus opacus or Nimbostratus.";"";"4.0";"-8.7";"";"";"";"";"";"";
"18.12.2018 11:00";"-6.7";"740.1";"773.8";"0.2";"86";"Wind blowing from the west-southwest";"1";"";"";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"-8.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"";"4.0";"-8.7";"0.3";"12";"";"";"";"";
"18.12.2018 08:00";"-7.7";"739.9";"773.8";"-0.1";"87";"Calm, no wind";"0";"";"";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"300-600";"";"";"4.0";"-9.5";"0.3";"12";"";"";"Even layer of loose dry snow covering ground completely.";"14.0";
"18.12.2018 05:00";"-7.7";"740.0";"773.8";"-0.2";"90";"Calm, no wind";"0";"";"";"100%.";"Intermittent fall of snowflakes, slight at time of observation. ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"300-600";"";"";"";"-9.1";"";"";"";"";"";"";
"18.12.2018 02:00";"-8.3";"740.2";"774.1";"-0.5";"93";"Calm, no wind";"0";"";"";"100%.";"Visibility reduced by smoke, e.g. veldt or forest fires, industrial smoke or volcanic ashes. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"";"-9.3";"";"";"";"";"";"";
"17.12.2018 23:00";"-7.7";"740.7";"774.5";"-0.2";"87";"Wind blowing from the south";"1";"";"";"100%.";" ";"";"";"";"-5.1";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"1000-1500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"";"-9.5";"0.2";"12";"";"";"";"";
"17.12.2018 20:00";"-7.3";"740.9";"774.7";"0.1";"88";"Wind blowing from the south-southwest";"1";"";"";"100%.";" ";"";"";"";"-5.1";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"1000-1500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"";"-9.0";"0.2";"12";"";"";"";"";
"17.12.2018 17:00";"-6.7";"740.8";"774.6";"0.0";"86";"Wind blowing from the west-southwest";"1";"";"";"100%.";"State of sky on the whole unchanged. ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"1000-1500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"";"-8.7";"";"";"";"";"";"";
